request_id,district,category,hour_of_day,day_of_week,month,is_ramadan,resolution_hours
R006079,district_05,road_damage,2,Tue,4,0,25.6
R006080,district_16,waste,6,Mon,2,0,11.2
R006081,district_03,waste,1,Thu,6,0,14.5
R006082,district_11,road_damage,20,Mon,5,0,88.3
R006083,district_03,road_damage,0,Sun,3,1,43.9
R006084,district_06,lighting,7,Sat,4,0,53.6
R006085,district_07,lighting,2,Sun,6,0,55.5
R006086,district_21,road_damage,15,Thu,5,0,20.6
R006087,district_15,waste,6,Wed,10,0,60.7
R006088,district_22,road_damage,17,Fri,5,1,97.9
R006089,district_22,encroachment,23,Sat,6,0,69.4
R006090,district_17,waste,21,Tue,7,0,10.8
R006091,district_12,road_damage,2,Mon,6,0,27.1
R006092,district_10,flooding,14,Sun,7,0,51.4
R006093,district_16,encroachment,1,Fri,11,0,58.2
R006094,district_03,waste,8,Tue,11,0,69.3
R006095,district_03,waste,3,Sat,11,1,34.2
R006096,district_13,road_damage,13,Tue,7,0,12.6
R006097,district_10,waste,20,Mon,5,0,148.6
R006098,district_18,road_damage,21,Wed,5,0,9.2
R006099,district_23,lighting,2,Wed,9,0,216.4
R006100,district_23,road_damage,9,Wed,10,0,39.4
R006101,district_16,road_damage,7,Tue,3,0,20.8
R006102,district_14,lighting,9,Fri,10,1,39.8
R006103,district_19,lighting,12,Sun,10,0,183.7
R006104,district_11,waste,4,Mon,4,0,95.1
R006105,district_17,flooding,21,Tue,3,0,161.8
R006106,district_03,road_damage,18,Sat,5,0,34.8
R006107,district_07,lighting,16,Mon,7,1,92.6
R006108,district_24,lighting,6,Wed,10,0,28.6
R006109,district_22,road_damage,19,Fri,6,0,96.5
R006110,district_09,waste,1,Mon,3,0,67.7
R006111,district_07,flooding,13,Sun,3,0,22.0
R006112,district_12,waste,2,Sat,4,0,22.1
R006113,district_14,waste,18,Thu,4,0,51.9
R006114,district_09,lighting,6,Sat,3,0,34.8
R006115,district_22,lighting,12,Mon,12,0,44.7
R006116,district_22,waste,11,Sat,7,0,25.8
R006117,district_18,encroachment,4,Tue,3,0,28.8
R006118,district_06,road_damage,4,Tue,8,0,64.0
R006119,district_24,encroachment,14,Fri,5,0,30.4
R006120,district_12,lighting,15,Fri,4,1,49.7
R006121,district_02,road_damage,14,Sun,9,0,62.0
R006122,district_01,flooding,22,Wed,5,0,55.0
R006123,district_16,road_damage,18,Sat,10,0,29.6
R006124,district_16,encroachment,17,Tue,2,1,105.8
R006125,district_13,waste,20,Mon,4,0,44.1
R006126,district_18,encroachment,6,Wed,7,0,108.5
R006127,district_07,road_damage,12,Fri,8,0,22.4
R006128,district_14,road_damage,3,Wed,7,0,16.8
R006129,district_19,waste,3,Sun,7,0,13.7
R006130,district_15,waste,16,Thu,6,0,41.2
R006131,district_23,waste,8,Fri,8,0,35.1
R006132,district_05,road_damage,12,Sun,4,0,54.3
R006133,district_08,flooding,23,Sun,6,0,65.0
R006134,district_19,encroachment,16,Wed,8,0,109.4
R006135,district_18,road_damage,17,Mon,11,0,69.7
R006136,district_01,waste,18,Fri,8,0,67.3
R006137,district_15,lighting,12,Mon,5,0,16.5
R006138,district_22,road_damage,12,Thu,8,0,43.1
R006139,district_14,road_damage,9,Fri,4,0,26.8
R006140,district_06,waste,12,Tue,7,0,4.4
R006141,district_17,lighting,8,Mon,7,0,128.7
R006142,district_02,road_damage,10,Sun,5,0,39.4
R006143,district_19,waste,6,Mon,7,0,83.8
R006144,district_06,road_damage,5,Thu,8,1,41.8
R006145,district_03,road_damage,15,Tue,11,0,125.1
R006146,district_19,encroachment,21,Wed,10,0,47.8
R006147,district_08,waste,13,Mon,11,0,13.0
R006148,district_24,waste,22,Thu,2,0,52.4
R006149,district_17,road_damage,1,Fri,10,0,18.2
R006150,district_11,waste,9,Wed,2,0,34.4
R006151,district_19,encroachment,6,Sun,3,0,17.0
R006152,district_24,road_damage,7,Mon,8,0,18.3
R006153,district_02,lighting,13,Wed,5,0,20.5
R006154,district_02,encroachment,3,Wed,3,0,54.6
R006155,district_21,waste,15,Mon,11,0,49.3
R006156,district_08,waste,16,Thu,12,0,79.8
R006157,district_08,waste,23,Mon,9,0,107.5
R006158,district_23,waste,16,Sun,2,0,32.4
R006159,district_20,lighting,7,Sat,6,0,79.3
R006160,district_05,road_damage,23,Tue,11,0,72.9
R006161,district_03,waste,19,Wed,4,0,24.8
R006162,district_05,lighting,16,Mon,2,0,38.2
R006163,district_06,road_damage,17,Fri,10,0,15.4
R006164,district_19,waste,3,Tue,1,0,58.4
R006165,district_05,road_damage,5,Mon,1,0,78.6
R006166,district_12,encroachment,0,Sat,7,1,39.9
R006167,district_03,flooding,2,Fri,9,0,23.0
R006168,district_08,flooding,6,Wed,7,0,46.8
R006169,district_01,road_damage,7,Wed,5,0,33.0
R006170,district_03,lighting,17,Thu,12,0,95.9
R006171,district_11,lighting,1,Sun,7,0,45.6
R006172,district_12,waste,15,Fri,7,1,13.8
R006173,district_10,waste,21,Tue,2,0,80.3
R006174,district_08,lighting,15,Wed,5,0,61.1
R006175,district_10,waste,11,Thu,8,0,169.1
R006176,district_23,road_damage,21,Tue,4,0,102.1
R006177,district_08,encroachment,8,Tue,3,0,77.0
R006178,district_22,encroachment,4,Sat,1,0,53.3
R006179,district_01,waste,10,Thu,1,1,16.5
R006180,district_12,waste,1,Sat,3,0,232.6
R006181,district_12,waste,9,Fri,5,0,24.0
R006182,district_02,waste,14,Sun,3,0,52.0
R006183,district_17,flooding,13,Wed,3,0,33.6
R006184,district_02,lighting,17,Wed,8,0,48.0
R006185,district_04,waste,0,Wed,2,0,40.3
R006186,district_09,road_damage,17,Fri,7,0,66.7
R006187,district_04,encroachment,4,Sun,1,0,30.5
R006188,district_20,flooding,18,Sun,6,0,40.7
R006189,district_03,lighting,14,Mon,1,0,48.5
R006190,district_17,waste,13,Thu,12,0,12.4
R006191,district_06,waste,9,Tue,7,0,37.2
R006192,district_18,road_damage,14,Fri,4,0,31.9
R006193,district_17,lighting,15,Tue,9,0,91.4
R006194,district_12,waste,7,Wed,9,0,57.7
R006195,district_13,flooding,7,Tue,2,0,114.0
R006196,district_02,road_damage,19,Wed,6,0,78.1
R006197,district_19,flooding,22,Thu,6,1,33.3
R006198,district_10,road_damage,7,Fri,6,0,35.0
R006199,district_20,encroachment,11,Sun,11,0,61.6
R006200,district_18,waste,12,Wed,11,0,123.9
R006201,district_10,waste,22,Wed,1,0,97.6
R006202,district_24,waste,15,Tue,11,0,34.3
R006203,district_15,lighting,14,Wed,12,0,20.8
R006204,district_12,flooding,21,Sat,7,0,23.2
R006205,district_23,waste,23,Sun,1,0,9.9
R006206,district_05,waste,2,Sat,10,0,16.3
R006207,district_07,road_damage,10,Fri,1,0,18.2
R006208,district_01,flooding,7,Tue,9,0,77.9
R006209,district_02,waste,3,Tue,10,0,4.9
R006210,district_23,flooding,5,Thu,1,0,27.1
R006211,district_13,encroachment,17,Sat,12,0,42.5
R006212,district_08,road_damage,14,Sat,7,0,41.8
R006213,district_20,lighting,9,Sun,11,0,45.9
R006214,district_09,waste,12,Mon,11,1,96.6
R006215,district_08,flooding,13,Wed,5,1,81.8
R006216,district_11,road_damage,3,Fri,4,0,16.8
R006217,district_14,road_damage,3,Sat,9,0,16.1
R006218,district_12,lighting,20,Wed,3,0,94.2
R006219,district_11,flooding,6,Tue,4,0,11.2
R006220,district_02,lighting,3,Sat,1,0,44.4
R006221,district_07,flooding,22,Sat,6,0,87.5
R006222,district_08,waste,5,Wed,11,0,43.8
R006223,district_22,waste,18,Sat,2,0,92.0
R006224,district_05,encroachment,21,Wed,11,0,56.9
R006225,district_16,lighting,10,Sat,3,0,62.7
R006226,district_08,lighting,14,Mon,6,0,172.6
R006227,district_01,road_damage,18,Sat,2,0,93.9
R006228,district_15,waste,21,Mon,4,0,43.8
R006229,district_10,flooding,19,Mon,11,0,20.6
R006230,district_16,road_damage,11,Fri,6,0,119.9
R006231,district_20,waste,1,Fri,4,0,65.2
R006232,district_19,flooding,11,Sun,12,0,27.0
R006233,district_24,flooding,18,Thu,9,0,99.0
R006234,district_17,waste,14,Thu,4,1,50.1
R006235,district_23,road_damage,11,Tue,6,1,104.8
R006236,district_04,road_damage,15,Wed,8,0,4.1
R006237,district_06,road_damage,8,Wed,7,1,45.3
R006238,district_05,lighting,12,Fri,11,0,21.8
R006239,district_23,lighting,23,Thu,9,0,30.1
R006240,district_19,road_damage,1,Wed,2,0,46.3
R006241,district_18,lighting,14,Fri,4,0,77.8
R006242,district_11,lighting,19,Mon,2,0,68.9
R006243,district_18,waste,16,Wed,1,0,46.4
R006244,district_14,road_damage,14,Wed,4,0,55.8
R006245,district_14,encroachment,5,Mon,3,0,21.3
R006246,district_07,waste,15,Wed,5,0,38.2
R006247,district_01,waste,2,Sun,3,0,44.3
R006248,district_14,lighting,23,Fri,9,1,14.9
R006249,district_21,lighting,1,Fri,8,0,15.6
R006250,district_07,lighting,13,Wed,12,0,105.0
R006251,district_20,lighting,10,Wed,11,0,145.7
R006252,district_09,road_damage,3,Tue,12,0,17.3
R006253,district_11,flooding,11,Thu,6,0,36.7
R006254,district_03,road_damage,15,Mon,8,0,11.0
R006255,district_11,waste,7,Sat,4,0,44.3
R006256,district_24,waste,11,Thu,12,0,27.1
R006257,district_19,encroachment,4,Mon,1,0,9.8
R006258,district_06,waste,22,Mon,10,0,141.9
R006259,district_01,road_damage,2,Sun,11,0,18.2
R006260,district_12,waste,21,Thu,3,0,32.7
R006261,district_23,waste,5,Mon,11,0,150.9
R006262,district_14,waste,12,Thu,5,0,38.0
R006263,district_13,lighting,7,Sat,10,0,68.5
R006264,district_11,road_damage,18,Mon,2,0,48.7
R006265,district_24,waste,17,Mon,10,0,55.7
R006266,district_23,flooding,17,Mon,1,0,31.1
R006267,district_15,encroachment,8,Fri,6,0,63.9
R006268,district_07,encroachment,4,Fri,11,0,19.9
R006269,district_02,encroachment,3,Fri,11,0,32.1
R006270,district_19,waste,8,Sat,9,0,19.7
R006271,district_01,waste,21,Fri,1,0,37.5
R006272,district_14,road_damage,11,Tue,11,0,25.3
R006273,district_23,waste,5,Mon,1,1,56.1
R006274,district_20,encroachment,11,Sat,9,0,47.7
R006275,district_04,flooding,5,Wed,11,0,71.2
R006276,district_06,lighting,20,Wed,4,0,51.2
R006277,district_17,waste,4,Tue,9,0,65.2
R006278,district_07,waste,7,Mon,7,0,39.1
R006279,district_03,waste,19,Wed,11,1,43.1
R006280,district_08,flooding,18,Tue,10,0,45.9
R006281,district_01,waste,10,Wed,7,0,45.8
R006282,district_14,road_damage,7,Wed,3,0,37.0
R006283,district_09,encroachment,4,Thu,7,0,32.0
R006284,district_03,lighting,9,Mon,9,0,80.5
R006285,district_19,flooding,10,Thu,8,0,26.9
R006286,district_11,road_damage,10,Tue,7,0,97.6
R006287,district_04,road_damage,20,Sat,3,0,123.4
R006288,district_23,road_damage,18,Wed,6,0,12.7
R006289,district_19,waste,9,Wed,6,0,50.1
R006290,district_24,road_damage,9,Sat,12,0,119.6
R006291,district_01,waste,17,Mon,2,0,63.1
R006292,district_24,road_damage,22,Fri,3,0,103.2
R006293,district_18,waste,19,Tue,2,0,48.6
R006294,district_19,road_damage,3,Thu,3,0,59.8
R006295,district_06,waste,6,Sat,1,0,66.9
R006296,district_23,road_damage,9,Mon,3,0,39.6
R006297,district_07,waste,12,Fri,6,0,21.1
R006298,district_08,lighting,14,Sun,10,0,22.5
R006299,district_08,road_damage,2,Sat,9,0,28.7
R006300,district_14,road_damage,7,Thu,7,0,65.5
R006301,district_16,road_damage,14,Sat,5,0,34.8
R006302,district_02,waste,12,Sun,11,0,35.1
R006303,district_22,waste,3,Wed,11,0,60.4
R006304,district_04,lighting,17,Thu,11,0,44.8
R006305,district_15,waste,23,Thu,12,0,63.7
R006306,district_07,flooding,8,Tue,12,0,57.7
R006307,district_22,encroachment,6,Wed,3,0,107.4
R006308,district_14,road_damage,10,Fri,8,0,108.2
R006309,district_02,encroachment,13,Fri,1,0,9.4
R006310,district_14,flooding,21,Sat,10,0,97.0
R006311,district_02,road_damage,17,Fri,1,0,208.7
R006312,district_02,waste,6,Tue,6,0,28.3
R006313,district_05,lighting,2,Wed,1,0,28.6
R006314,district_08,lighting,18,Fri,6,0,19.6
R006315,district_19,road_damage,11,Wed,2,0,12.3
R006316,district_18,flooding,9,Wed,11,0,30.1
R006317,district_06,lighting,1,Sun,9,0,13.9
R006318,district_09,waste,21,Thu,1,0,55.6
R006319,district_22,waste,5,Fri,9,0,53.8
R006320,district_13,waste,3,Sat,3,0,104.6
R006321,district_16,encroachment,23,Mon,5,0,24.1
R006322,district_19,flooding,11,Sat,11,0,17.0
R006323,district_14,lighting,23,Thu,5,0,38.8
R006324,district_06,road_damage,22,Sat,6,0,39.7
R006325,district_18,waste,23,Sun,6,0,65.1
R006326,district_16,lighting,5,Mon,5,0,35.1
R006327,district_08,encroachment,12,Mon,1,0,72.1
R006328,district_10,encroachment,6,Mon,1,0,57.3
R006329,district_06,encroachment,12,Wed,2,1,181.6
R006330,district_06,lighting,6,Wed,6,0,168.0
R006331,district_11,waste,12,Sat,5,0,7.3
R006332,district_12,flooding,6,Tue,11,0,10.0
R006333,district_19,waste,15,Sat,12,1,17.8
R006334,district_03,road_damage,16,Tue,6,0,28.5
R006335,district_13,road_damage,8,Sun,8,0,101.9
R006336,district_07,road_damage,10,Fri,5,0,21.1
R006337,district_16,waste,1,Sat,8,0,83.7
R006338,district_01,lighting,10,Mon,3,0,39.9
R006339,district_10,road_damage,6,Thu,10,0,26.5
R006340,district_20,flooding,22,Sat,2,0,20.8
R006341,district_23,lighting,13,Tue,6,0,61.0
R006342,district_24,road_damage,17,Fri,4,0,76.9
R006343,district_09,flooding,18,Thu,2,0,36.3
R006344,district_12,waste,23,Fri,2,0,95.1
R006345,district_12,road_damage,0,Tue,5,0,25.8
R006346,district_05,road_damage,15,Fri,9,0,13.5
R006347,district_01,encroachment,16,Tue,6,0,6.6
R006348,district_20,road_damage,17,Tue,12,0,43.4
R006349,district_05,encroachment,0,Wed,11,0,59.2
R006350,district_11,waste,21,Tue,2,0,26.9
R006351,district_03,encroachment,11,Fri,8,0,27.8
R006352,district_10,waste,1,Sat,4,0,75.1
R006353,district_23,waste,19,Sat,7,0,56.7
R006354,district_10,lighting,19,Tue,12,1,17.4
R006355,district_10,encroachment,0,Tue,9,1,46.7
R006356,district_21,road_damage,8,Mon,12,0,145.8
R006357,district_11,encroachment,10,Sun,9,0,63.5
R006358,district_13,road_damage,13,Thu,12,0,48.7
R006359,district_21,waste,4,Sat,1,1,60.8
R006360,district_03,waste,13,Mon,4,0,21.2
R006361,district_01,encroachment,13,Thu,10,1,107.7
R006362,district_16,flooding,0,Fri,6,0,51.7
R006363,district_23,road_damage,20,Tue,4,0,28.8
R006364,district_12,flooding,23,Wed,11,0,35.3
R006365,district_22,road_damage,5,Tue,8,0,60.4
R006366,district_06,flooding,2,Sun,9,0,38.4
R006367,district_03,waste,23,Tue,4,0,35.2
R006368,district_21,flooding,23,Sat,11,0,79.8
R006369,district_19,flooding,18,Mon,8,0,41.4
R006370,district_19,waste,2,Mon,9,0,42.4
R006371,district_06,waste,15,Sun,1,0,69.9
R006372,district_22,lighting,3,Sun,12,0,125.2
R006373,district_21,lighting,12,Fri,5,0,87.4
R006374,district_21,flooding,5,Sat,1,0,100.4
R006375,district_17,encroachment,0,Fri,5,0,35.3
R006376,district_20,encroachment,18,Sun,10,0,144.1
R006377,district_09,waste,17,Wed,12,0,179.9
R006378,district_21,road_damage,22,Sun,11,0,208.9
R006379,district_19,waste,10,Sun,4,0,45.1
R006380,district_16,encroachment,9,Wed,6,0,116.9
R006381,district_21,flooding,2,Fri,7,0,9.6
R006382,district_04,road_damage,23,Sat,9,0,51.9
R006383,district_19,road_damage,0,Tue,12,0,62.6
R006384,district_07,waste,5,Thu,12,0,85.6
R006385,district_20,waste,4,Sun,7,1,102.8
R006386,district_22,encroachment,20,Fri,2,1,89.2
R006387,district_18,road_damage,23,Wed,12,0,37.5
R006388,district_24,waste,15,Sun,1,1,27.7
R006389,district_24,road_damage,12,Sat,10,0,46.8
R006390,district_11,flooding,3,Mon,9,0,104.9
R006391,district_07,lighting,6,Tue,5,0,21.9
R006392,district_13,encroachment,12,Sat,6,0,5.2
R006393,district_01,encroachment,15,Sat,1,0,53.8
R006394,district_06,encroachment,5,Thu,7,0,178.1
R006395,district_21,road_damage,21,Wed,2,0,24.3
R006396,district_13,waste,11,Thu,11,0,13.2
R006397,district_10,waste,15,Sun,4,1,48.8
R006398,district_22,waste,18,Tue,11,0,34.4
R006399,district_09,waste,5,Thu,11,0,31.3
R006400,district_21,waste,5,Wed,3,0,31.6
R006401,district_15,waste,5,Fri,12,0,39.3
R006402,district_07,road_damage,16,Sun,7,0,104.2
R006403,district_22,waste,7,Thu,2,0,38.2
R006404,district_01,waste,15,Sun,7,0,31.2
R006405,district_16,flooding,15,Mon,7,0,95.3
R006406,district_02,road_damage,10,Sat,7,0,158.7
R006407,district_06,waste,18,Mon,2,0,18.8
R006408,district_06,road_damage,23,Sat,4,0,94.0
R006409,district_15,road_damage,19,Mon,9,0,26.4
R006410,district_10,waste,20,Wed,3,0,83.8
R006411,district_09,road_damage,18,Sun,1,0,111.1
R006412,district_10,encroachment,14,Thu,1,0,113.3
R006413,district_22,lighting,8,Tue,10,0,27.8
R006414,district_17,lighting,4,Fri,9,0,30.1
R006415,district_05,road_damage,23,Tue,6,0,49.9
R006416,district_06,waste,12,Thu,6,0,39.0
R006417,district_16,encroachment,15,Fri,9,0,62.0
R006418,district_01,waste,17,Mon,10,0,33.5
R006419,district_24,waste,3,Tue,1,0,81.7
R006420,district_12,encroachment,16,Thu,11,0,10.2
R006421,district_22,flooding,5,Mon,9,0,54.6
R006422,district_10,waste,20,Fri,5,0,53.3
R006423,district_02,flooding,0,Fri,3,0,24.8
R006424,district_15,waste,17,Mon,3,0,132.5
R006425,district_19,lighting,3,Sun,8,0,38.3
R006426,district_17,encroachment,9,Mon,7,0,60.7
R006427,district_06,waste,22,Mon,6,0,11.8
R006428,district_23,road_damage,12,Mon,1,0,60.0
R006429,district_24,waste,4,Tue,10,0,33.0
R006430,district_24,road_damage,16,Sun,5,0,104.9
R006431,district_17,waste,13,Mon,9,0,10.5
R006432,district_09,road_damage,5,Sun,12,1,18.4
R006433,district_07,waste,4,Sat,9,0,43.4
R006434,district_17,encroachment,15,Sun,7,0,46.2
R006435,district_22,waste,5,Mon,7,0,40.5
R006436,district_20,road_damage,14,Wed,10,0,75.8
R006437,district_06,waste,8,Wed,3,0,49.1
R006438,district_19,waste,10,Sat,8,0,33.6
R006439,district_24,waste,13,Wed,5,0,63.5
R006440,district_22,road_damage,1,Fri,3,0,90.6
R006441,district_24,encroachment,13,Fri,10,0,113.3
R006442,district_22,waste,21,Mon,3,0,54.5
R006443,district_02,lighting,4,Mon,9,0,3.5
R006444,district_05,flooding,0,Mon,5,0,63.2
R006445,district_02,lighting,19,Mon,1,0,77.1
R006446,district_10,waste,1,Wed,12,0,29.5
R006447,district_15,waste,22,Sun,4,0,12.0
R006448,district_09,road_damage,19,Thu,12,0,136.6
R006449,district_04,encroachment,0,Sun,7,0,17.7
R006450,district_13,encroachment,18,Sat,5,0,90.1
R006451,district_20,road_damage,6,Fri,8,0,56.6
R006452,district_03,road_damage,23,Mon,12,0,63.2
R006453,district_02,lighting,16,Fri,12,0,38.3
R006454,district_17,road_damage,19,Wed,3,0,161.9
R006455,district_18,road_damage,9,Mon,9,0,15.0
R006456,district_05,road_damage,13,Tue,6,0,33.0
R006457,district_13,encroachment,11,Sat,8,0,11.2
R006458,district_03,waste,5,Fri,9,0,80.6
R006459,district_02,waste,14,Sun,2,0,65.0
R006460,district_08,road_damage,1,Sun,5,0,48.5
R006461,district_19,road_damage,16,Wed,2,0,59.2
R006462,district_20,lighting,3,Sat,3,0,85.8
R006463,district_18,waste,3,Fri,11,0,40.0
R006464,district_19,road_damage,4,Thu,4,1,24.4
R006465,district_07,road_damage,20,Sun,3,0,22.5
R006466,district_06,flooding,10,Thu,6,1,71.5
R006467,district_20,lighting,4,Sat,11,0,59.0
R006468,district_06,waste,15,Fri,3,0,79.6
R006469,district_01,road_damage,11,Fri,1,0,54.8
R006470,district_22,encroachment,11,Fri,12,0,42.1
R006471,district_09,road_damage,6,Fri,6,1,70.3
R006472,district_12,waste,19,Sun,4,0,45.3
R006473,district_24,waste,0,Sat,5,0,41.8
R006474,district_14,encroachment,3,Mon,11,0,10.7
R006475,district_05,road_damage,23,Wed,7,0,44.5
R006476,district_15,encroachment,9,Tue,2,0,92.7
R006477,district_04,encroachment,4,Fri,5,0,81.7
R006478,district_11,waste,23,Wed,9,1,114.0
R006479,district_17,lighting,22,Thu,4,0,61.3
R006480,district_03,waste,18,Wed,3,0,37.6
R006481,district_04,lighting,13,Sat,5,0,44.4
R006482,district_16,waste,20,Sat,10,0,131.6
R006483,district_22,road_damage,7,Sun,1,0,116.9
R006484,district_11,lighting,2,Wed,8,0,35.3
R006485,district_21,road_damage,15,Thu,4,0,44.9
R006486,district_16,waste,2,Sun,5,0,31.1
R006487,district_08,waste,4,Thu,6,0,81.7
R006488,district_09,waste,8,Thu,2,0,46.3
R006489,district_03,encroachment,0,Tue,1,0,10.3
R006490,district_20,road_damage,12,Mon,2,0,43.0
R006491,district_01,lighting,10,Sun,10,0,58.4
R006492,district_08,waste,16,Sun,2,0,30.3
R006493,district_23,lighting,1,Thu,1,0,49.1
R006494,district_09,waste,13,Tue,10,0,71.6
R006495,district_11,waste,23,Wed,3,0,59.7
R006496,district_01,waste,7,Mon,10,1,58.8
R006497,district_03,encroachment,15,Wed,12,0,111.7
R006498,district_07,lighting,7,Wed,6,0,53.7
R006499,district_19,flooding,23,Mon,9,0,43.1
R006500,district_01,road_damage,22,Fri,10,0,57.8
R006501,district_21,road_damage,16,Wed,1,0,127.1
R006502,district_15,waste,23,Tue,5,0,98.8
R006503,district_17,waste,1,Mon,1,0,56.4
R006504,district_16,flooding,12,Tue,2,1,37.2
R006505,district_04,flooding,20,Fri,8,1,43.6
R006506,district_22,encroachment,7,Tue,12,0,25.3
R006507,district_04,waste,2,Thu,12,0,36.3
R006508,district_22,flooding,21,Thu,6,0,24.8
R006509,district_14,lighting,12,Wed,4,0,42.6
R006510,district_01,encroachment,11,Thu,9,0,8.0
R006511,district_16,encroachment,9,Wed,2,0,51.8
R006512,district_08,lighting,11,Mon,9,0,29.2
R006513,district_02,encroachment,4,Sat,2,0,87.4
R006514,district_16,flooding,19,Thu,10,0,175.9
R006515,district_23,waste,8,Sat,9,0,118.1
R006516,district_20,encroachment,3,Sun,10,0,21.8
R006517,district_13,road_damage,17,Sat,7,0,58.0
R006518,district_06,road_damage,3,Tue,10,0,94.1
R006519,district_12,waste,15,Wed,5,0,125.7
R006520,district_23,waste,14,Sun,12,0,70.5
R006521,district_10,encroachment,13,Wed,9,0,24.8
R006522,district_19,lighting,1,Sun,10,0,8.4
R006523,district_10,waste,23,Sat,5,1,173.2
R006524,district_20,encroachment,20,Sat,11,0,68.2
R006525,district_08,flooding,10,Sun,8,0,164.1
R006526,district_12,lighting,13,Sun,7,0,103.6
R006527,district_10,flooding,22,Fri,10,0,79.3
R006528,district_02,road_damage,2,Fri,2,0,88.0
R006529,district_02,road_damage,17,Sat,11,0,54.4
R006530,district_17,road_damage,14,Mon,12,0,67.0
R006531,district_15,road_damage,14,Tue,11,0,4.4
R006532,district_16,road_damage,18,Tue,6,0,61.7
R006533,district_02,encroachment,3,Sun,11,0,48.6
R006534,district_05,waste,6,Sat,3,0,12.5
R006535,district_21,waste,23,Mon,12,0,27.6
R006536,district_11,waste,3,Thu,6,0,67.8
R006537,district_08,waste,1,Fri,6,0,39.7
